;name;engine_power;max_spped;vehicle_transmission;model_date_begin;model_date_end;series;acceleration_time_to_100_km_h;dimensions_height;payload;dimensions_length;number_of_cylinders;wheelbase;curb_weight;dimensions_width
2199;3.0i;227;0;AT;2003;2006;X3;;1674;470;4565;6;2795;1845;1853
2200;3.0d;204;210;AT;2003;2006;X3;8.2;1674;500;4565;6;2795;1930;1853
2201;3.0i;231;210;AT;2003;2006;X3;8.1;1674;500;4565;6;2795;1840;1853
2202;3.0i;227;0;MT;2003;2006;X3;;1674;465;4565;6;2795;1825;1853
2203;3.0i;231;210;MT;2003;2006;X3;7.8;1674;500;4565;6;2795;1835;1853
2204;3.0d;218;210;MT;2003;2006;X3;7.4;1674;500;4565;6;2795;1880;1853
2205;3.0d;204;210;MT;2003;2006;X3;7.9;1674;500;4565;6;2795;1925;1853
2206;xDrive20d;190;212;ATM;2014;2015;X4;8;1624;509;4671;4;2810;1745;1881
2207;xDrive28i;245;232;ATM;2014;2015;X4;6.4;1624;590;4671;4;2810;1770;1881
2208;xDrive20i;184;212;ATM;2014;2015;X4;8.1;1624;590;4671;4;2810;1735;1881
2209;xDrive20d;190;212;MT;2014;2015;X4;8;1624;509;4671;4;2810;1730;1881
2210;xDrive35i;306;247;ATM;2014;2015;X4;5.5;1624;590;4671;6;2810;1815;1881
2211;xDrive35d;313;247;ATM;2014;2015;X4;5.2;1624;580;4671;6;2810;1860;1881
2212;xDrive30d;258;234;ATM;2014;2015;X4;5.8;1624;590;4671;6;2810;1820;1881
2213;xDrive25d;218;220;AT;2013;2014;X5;8.2;1762;710;4886;4;2933;2040;1938
2214;sDrive25d;218;220;AT;2013;2014;X5;8.2;1762;710;4886;4;2933;1995;1938
2215;xDrive30d;258;230;AT;2013;2014;X5;6.9;1762;710;4886;6;2933;2070;1938
2216;xDrive40d;313;236;AT;2013;2014;X5;5.9;1762;710;4886;6;2933;2110;1938
2217;xDriveM50d;381;250;AT;2013;2014;X5;5.3;1762;710;4886;6;2933;2190;1938
2218;xDrive35i;306;235;AT;2013;2014;X5;6.5;1762;710;4886;6;2933;2030;1938
2219;xDrive50i;450;250;AT;2013;2014;X5;5;1762;710;4886;8;2933;2175;1938
2220;xDrive30d;245;222;AT;2010;2014;X5;7.6;1776;680;4857;6;2933;2150;1933
2221;xDrive40d;306;236;AT;2010;2014;X5;6.6;1776;680;4857;6;2933;2185;1933
2222;xDrive35i;306;235;AT;2010;2014;X5;6.8;1776;680;4857;6;2933;2145;1933
2223;xDriveM50d;381;250;AT;2010;2014;X5;5.4;1766;680;4857;6;2933;2225;2010
2224;xDrive35d;269;210;AT;2010;2014;X5;7.4;1776;500;4857;6;2933;2240;1933
2225;xDrive50i;407;250;AT;2010;2014;X5;5.5;1776;680;4857;8;2933;2265;1933
2226;xDrive30i;272;210;AT;2006;2010;X5;8.1;1776;680;4854;6;2933;2075;1933
2227;xDrive30d;235;216;AT;2006;2010;X5;8.1;1776;680;4854;6;2933;2150;1933
2228;xDrive30i;264;209;AT;2006;2010;X5;8.1;1776;500;4854;6;2933;2225;1933
2229;xDrive35d;269;209;AT;2006;2010;X5;7.2;1776;500;4854;6;2933;2355;1933
2230;xDrive35d;286;235;AT;2006;2010;X5;7;1776;680;4854;6;2933;2185;1933
2231;xDrive48i;355;240;AT;2006;2010;X5;6.5;1776;680;4854;8;2933;2180;1933
2232;3.0d;218;210;AT;2003;2006;X5;8.8;1750;590;4667;6;2820;2180;1872
2233;3.0i;231;210;AT;2003;2006;X5;8.8;1750;600;4667;6;2820;2095;1872
2234;3.0d;218;210;MT;2003;2006;X5;8.3;1750;590;4667;6;2820;2170;1872
2235;3.0i;231;210;MT;2003;2006;X5;8.3;1750;600;4667;6;2820;2070;1872
2236;4.4i;320;240;AT;2003;2006;X5;7;1747;580;4667;8;2820;2195;1872
2237;4.8is;360;246;AT;2003;2006;X5;6.1;1703;500;4667;8;2820;2275;1925
2238;3.0d;184;200;AT;1999;2003;X5;10.5;1712;590;4667;6;2820;2170;1872
2239;3.0d;184;200;MT;1999;2003;X5;10.1;1712;590;4667;6;2820;2155;1872
2240;3.0i;231;202;AT;1999;2003;X5;8.8;1712;600;4667;6;2820;2095;1872
2241;3.0i;231;202;MT;1999;2003;X5;8.5;1712;600;4667;6;2820;2070;1872
2242;4.4i;286;206;AT;1999;2003;X5;7.5;1706;580;4667;8;2820;2180;1872
2243;4.6si;347;240;AT;1999;2003;X5;6.5;1711;580;4667;8;2820;2180;1925
2245;40d xDrive;306;236;AT;2012;2015;X6;6.5;1690;600;4877;6;2933;2185;1983
2246;35i xDrive;306;240;AT;2012;2015;X6;6.7;1690;600;4877;6;2933;2145;1983
2247;30d xDrive;245;210;AT;2012;2015;X6;7.5;1690;600;4877;6;2933;2150;1983
2248;M50d xDrive;381;250;AT;2012;2015;X6;5.3;1690;600;4877;6;2933;2225;1983
2249;50i xDrive;407;240;AT;2012;2015;X6;5.4;1690;600;4877;8;2933;2265;1983
2250;xDrive30d;245;222;AT;2008;2012;X6;7.5;1699;600;4877;6;2933;2150;1983
2251;xDrive35d;286;236;AT;2008;2012;X6;6.9;1699;600;4877;6;2933;2185;1983
2252;xDrive35i;306;240;6AT;2008;2012;X6;6.7;1699;600;4877;6;2933;2145;1983
2253;xDrive40d;306;236;AT;2008;2012;X6;6.5;1699;600;4877;6;2933;2185;1983
2254;xDrive35i;306;240;8AT;2008;2012;X6;6.7;1699;600;4877;6;2933;2145;1983
2255;xDrive30d;235;220;AT;2008;2012;X6;8;1699;600;4877;6;2933;2150;1983
2256;xDrive50i;407;250;6AT;2008;2012;X6;5.4;1699;650;4877;8;2933;2265;1983
2257;ActiveHybrid;407;236;;2008;2012;X6;5.6;1697;575;4877;8;2933;2525;1983
2258;xDrive50i;407;250;8AT;2008;2012;X6;5.4;1699;600;4877;8;2933;2265;1983
2260;4.4;555;250;MT;1989;1991;Z1;7.9;1277;210;3921;6;2447;1250;1690
2261;2.8;193;229;AT;1998;2002;Z3;7.1;1306;270;4025;6;2446;1415;1740
2262;2.8;193;231;MT;1998;2002;Z3;6.8;1306;270;4025;6;2446;1375;1740
2263;3.0i;231;242;AT;1998;2002;Z3;6.3;1306;270;4025;6;2446;1445;1740
2264;3.0i;231;250;MT;1998;2002;Z3;6;1306;270;4025;6;2446;1405;1740
2265;1.9i;118;196;MT;1998;2002;Z3;10.4;1288;270;4050;4;2446;1295;1740
2266;2.0;150;206;AT;1998;2002;Z3;9.9;1293;270;4050;6;2446;1385;1740
2267;2.0;150;210;MT;1998;2002;Z3;8.9;1293;270;4050;6;2446;1345;1740
2268;2.2i;170;220;AT;1998;2002;Z3;8.9;1293;270;4050;6;2446;1385;1740
2269;2.2i;170;224;MT;1998;2002;Z3;7.9;1293;270;4050;6;2446;1345;1740
2270;43953;186;0;AT;1998;2002;Z3;;1293;250;4050;6;2446;1355;1740
2271;43892;170;206;AT;1998;2002;Z3;;1293;250;4050;6;2446;1355;1740
2272;43892;170;206;MT;1998;2002;Z3;;1293;250;4050;6;2446;1315;1740
2273;43953;186;0;MT;1998;2002;Z3;;1293;250;4050;6;2446;1315;1740
2274;44045;193;223;AT;1998;2002;Z3;7.2;1293;270;4050;6;2446;1400;1740
2275;44045;193;225;MT;1998;2002;Z3;6.9;1293;270;4050;6;2446;1360;1740
2276;3.0i;231;236;AT;1998;2002;Z3;6.3;1293;270;4050;6;2446;1400;1740
2277;3.0i;231;240;MT;1998;2002;Z3;6;1293;270;4050;6;2446;1360;1740
2278;1.8;116;194;MT;1995;1999;Z3;10.5;1288;250;4025;4;2446;1255;1692
2279;1.9;140;196;AT;1995;1999;Z3;10.5;1288;250;4025;4;2446;1315;1692
2280;1.9;140;205;MT;1995;1999;Z3;9.5;1288;250;4025;4;2446;1275;1692
2281;2.8;192;216;AT;1995;1999;Z3;7.4;1293;250;4025;6;2446;1375;1740
2282;2.8;193;216;AT;1995;1999;Z3;7.2;1293;250;4025;6;2446;1375;1740
2283;2.8;192;218;MT;1995;1999;Z3;7.1;1293;250;4025;6;2446;1335;1740
2284;2.8;193;225;MT;1995;1999;Z3;6.9;1293;250;4025;6;2446;1335;1740
2285;3.2;325;250;MT;1997;2002;Z3;5.3;1266;285;4025;6;2459;1450;1740
2286;3.2;243;250;MT;1997;2002;Z3;;1280;250;4025;6;2459;1420;1740
2287;3.2;321;250;MT;1997;2002;Z3;5.4;1280;270;4025;6;2459;1465;1740
2288;3.2;325;250;MT;1997;2002;Z3;5.3;1266;270;4025;6;2459;1425;1740
2289;3.2;243;250;MT;1997;2002;Z3;;1266;250;4025;6;2459;1400;1740
2290;3.2;321;250;MT;1997;2002;Z3;5.4;1266;250;4025;6;2459;1425;1740
2291;2.2i;170;221;AT;2002;2005;Z4;8.3;1299;300;4091;6;2495;1360;1781
2292;2.2i;170;225;MT;2002;2005;Z4;7.7;1299;300;4091;6;2495;1325;1781
2293;2.5i;192;227;AT;2002;2005;Z4;7.5;1299;300;4091;6;2495;1365;1781
2294;2.5i;192;235;MT;2002;2005;Z4;7;1299;300;4091;6;2495;1335;1781
2295;3.0i;231;244;AT;2002;2005;Z4;6.2;1299;300;4091;6;2495;1385;1781
2296;3.0i;231;250;MT;2002;2005;Z4;5.9;1299;300;4091;6;2495;1365;1781
2297;sDrive20i;184;232;AT;2009;2015;Z4;6.9;1291;330;4239;4;2496;1420;1790
2298;sDrive28i;245;250;AT;2009;2015;Z4;5.5;1291;330;4239;4;2496;1420;1790
2299;sDrive20i;184;232;AT;2009;2015;Z4;7.2;1291;330;4239;4;2496;1495;1790
2300;sDrive18i;156;220;AT;2009;2015;Z4;8.1;1291;330;4239;4;2496;1495;1790
2301;sDrive28i;245;250;AT;2009;2015;Z4;5.7;1291;330;4239;4;2496;1495;1790
2302;sDrive20i;184;235;MT;2009;2015;Z4;6.9;1291;330;4239;4;2496;1395;1790
2303;sDrive28i;245;250;MT;2009;2015;Z4;5.7;1291;330;4239;4;2496;1400;1790
2304;sDrive20i;184;235;MT;2009;2015;Z4;6.9;1291;330;4239;4;2496;1470;1790
2305;sDrive18i;156;221;MT;2009;2015;Z4;7.9;1291;330;4239;4;2496;1470;1790
2306;sDrive28i;245;250;MT;2009;2015;Z4;5.7;1291;330;4239;4;2496;1475;1790
2307;sDrive23i;204;239;AT;2009;2015;Z4;7.3;1291;330;4239;6;2496;1505;1790
2308;sDrive23i;204;242;MT;2009;2015;Z4;6.6;1291;330;4239;6;2496;1480;1790
0;2.2i;170;221;AT;2002;2005;Z4;8.3;1299;300;4091;6;2495;1360;1781
1;2.2i;170;225;MT;2002;2005;Z4;7.7;1299;300;4091;6;2495;1325;1781
2;2.5i;192;227;AT;2002;2005;Z4;7.5;1299;300;4091;6;2495;1365;1781
3;2.5i;192;235;MT;2002;2005;Z4;7;1299;300;4091;6;2495;1335;1781
4;3.0i;231;244;AT;2002;2005;Z4;6.2;1299;300;4091;6;2495;1385;1781
5;3.0i;231;250;MT;2002;2005;Z4;5.9;1299;300;4091;6;2495;1365;1781
6;sDrive20i;184;232;AT;2009;2015;Z4;6.9;1291;330;4239;4;2496;1420;1790
7;sDrive28i;245;250;AT;2009;2015;Z4;5.5;1291;330;4239;4;2496;1420;1790
8;sDrive20i;184;232;AT;2009;2015;Z4;7.2;1291;330;4239;4;2496;1495;1790
9;sDrive18i;156;220;AT;2009;2015;Z4;8.1;1291;330;4239;4;2496;1495;1790
10;sDrive28i;245;250;AT;2009;2015;Z4;5.7;1291;330;4239;4;2496;1495;1790
11;sDrive20i;184;235;MT;2009;2015;Z4;6.9;1291;330;4239;4;2496;1395;1790
12;sDrive28i;245;250;MT;2009;2015;Z4;5.7;1291;330;4239;4;2496;1400;1790
13;sDrive20i;184;235;MT;2009;2015;Z4;6.9;1291;330;4239;4;2496;1470;1790
14;sDrive18i;156;221;MT;2009;2015;Z4;7.9;1291;330;4239;4;2496;1470;1790
15;sDrive28i;245;250;MT;2009;2015;Z4;5.7;1291;330;4239;4;2496;1475;1790
16;sDrive23i;204;239;AT;2009;2015;Z4;7.3;1291;330;4239;6;2496;1505;1790
17;sDrive23i;204;242;MT;2009;2015;Z4;6.6;1291;330;4239;6;2496;1480;1790
18;sDrive30i;258;250;AT;2009;2015;Z4;6.1;1291;330;4239;6;2496;1505;1790
19;sDrive35i;306;250;MT;2009;2015;Z4;5.2;1291;330;4239;6;2496;1505;1790
20;sDrive30i;258;250;MT;2009;2015;Z4;5.8;1291;330;4239;6;2496;1490;1790
21;sDrive35i;306;250;DKG;2009;2015;Z4;5.1;1291;330;4239;7;2496;1525;1790
22;sDrive35is;340;250;DKG;2009;2015;Z4;4.8;1284;330;4244;6;2496;1525;1790
23;3.0si;258;250;AT;2005;2008;Z4;5.9;1268;280;4091;6;2495;1430;1781
24;3.0si;265;250;AT;2005;2008;Z4;6;1268;330;4091;6;2495;1425;1781
25;3.0si;258;250;MT;2005;2008;Z4;5.8;1268;280;4091;6;2495;1410;1781
26;3.0si;265;250;MT;2005;2008;Z4;5.7;1268;330;4091;6;2495;1395;1781
27;2.0i;150;220;MT;2005;2008;Z4;8.2;1299;300;4091;4;2495;1295;1781
28;2.5i;177;225;AT;2005;2008;Z4;7.5;1299;300;4091;6;2495;1375;1781
29;2.5si;218;238;AT;2005;2008;Z4;6.9;1299;300;4091;6;2495;1395;1781
30;2.5si;218;240;MT;2005;2008;Z4;6.5;1299;300;4091;6;2495;1360;1781
31;2.5i;177;229;MT;2005;2008;Z4;7;1299;300;4091;6;2495;1345;1781
32;3.0si;258;250;AT;2005;2008;Z4;5.9;1299;250;4091;6;2495;1420;1781
33;3.0i;218;240;AT;2005;2008;Z4;6.9;1299;250;4091;6;2495;1400;1781
34;3.0si;265;250;AT;2005;2008;Z4;6;1299;300;4091;6;2495;1415;1781
35;3.0i;218;240;MT;2005;2008;Z4;6.5;1299;250;4091;6;2495;1370;1781
36;3.0si;258;250;MT;2005;2008;Z4;5.8;1299;250;4091;6;2495;1400;1781
37;3.0si;265;250;MT;2005;2008;Z4;5.7;1299;300;4091;6;2495;1385;1781
38;3.2;343;250;MT;2006;2008;Z4;5;1287;310;4113;6;2497;1495;1781
39;3.2;335;250;MT;2006;2008;Z4;5.1;1287;265;4113;6;2497;1465;1781
40;3.2;343;250;MT;2006;2008;Z4;5;1302;295;4113;6;2497;1485;1781
41;3.2;335;250;MT;2006;2008;Z4;5.1;1316;280;4113;6;2497;1453;1781
42;4.9;400;250;MT;1999;2003;Z8;4.7;1317;315;4400;8;2505;1690;1830
